order_id,restaurant,cuisine,city,order_time,prep_time_min,delivery_time_min,delivery_distance_km,price,discount_percent,final_amount,rating,payment_method,is_first_order,delivery_partner_id
202252,HealthyBowl,South Indian,Hyderabad,1/8/2024 11:51,22,59,13.74,630,40,378,4,Card,0,231
202253,GrillMaster,Japanese,Hyderabad,2/8/2024 14:18,21,34,7.71,560,10,504,4,COD,0,937
202254,HealthyBowl,Biryani,Mumbai,2/24/2024 3:41,21,61,4.78,463,10,416.7,4,Card,0,752
202255,ChowTown,North Indian,Hyderabad,4/29/2024 12:05,37,76,1.31,471,5,447.45,3,UPI,1,197
202256,BurgerVilla,North Indian,Bangalore,3/21/2024 8:20,45,68,4.83,283,40,169.8,4,Wallet,0,291
202257,ChowTown,South Indian,Delhi,3/28/2024 16:51,33,52,8.74,126,15,107.1,2,Card,0,741
202258,GrillMaster,Fast Food,Delhi,3/9/2024 22:25,36,67,14.05,661,0,661,5,COD,1,879
202259,South Spice,Italian,Mumbai,2/10/2024 6:16,42,79,12.33,263,10,236.7,2,COD,0,331
202260,BurgerVilla,Chinese,Bangalore,1/13/2024 23:14,34,52,7.51,604,30,422.8,2,COD,0,303
202261,WrapWorld,Chinese,Chennai,3/6/2024 1:05,19,56,12.26,361,20,288.8,1,Wallet,0,423
202262,WrapWorld,South Indian,Chennai,3/1/2024 2:13,30,52,2.02,557,15,473.45,1,Wallet,1,894
202263,The Wok House,Healthy,Mumbai,1/11/2024 8:38,15,35,6.44,184,15,156.4,1,UPI,0,281
202264,Biryani Express,Chinese,Chennai,4/16/2024 8:01,23,56,1.35,273,5,259.35,4,Wallet,1,434
202265,PastaFiesta,Japanese,Kolkata,3/23/2024 20:00,22,55,4.91,150,20,120,5,UPI,0,833
202266,Biryani Express,Chinese,Pune,4/1/2024 12:47,26,51,11.24,472,0,472,4,Wallet,1,219
202267,The Wok House,Fast Food,Kolkata,3/7/2024 2:54,14,46,13.45,650,30,455,4,COD,0,532
202268,South Spice,Healthy,Chennai,4/15/2024 16:23,17,27,3.84,134,40,80.4,5,Wallet,0,439
202269,GrillMaster,Healthy,Mumbai,4/4/2024 8:04,16,38,8.76,307,30,214.9,4,Wallet,0,731
202270,Urban Thali,Chinese,Bangalore,4/8/2024 3:07,11,32,8.23,748,5,710.6,4,UPI,1,448
202271,BurgerVilla,South Indian,Mumbai,2/15/2024 4:23,20,35,3.98,854,30,597.8,3,Card,0,703
202272,BurgerVilla,Italian,Delhi,3/9/2024 13:21,35,67,13.75,517,40,310.2,1,Card,1,355
202273,GrillMaster,Chinese,Pune,3/20/2024 1:39,33,65,3.9,718,30,502.6,5,COD,0,812
202274,GrillMaster,Chinese,Mumbai,2/9/2024 20:16,19,45,4.15,354,0,354,3,Card,1,369
202275,BurgerVilla,South Indian,Chennai,4/21/2024 3:08,24,62,9.13,519,5,493.05,5,Card,0,895
202276,PizzaBox,Chinese,Bangalore,2/25/2024 8:23,41,55,5.53,415,15,352.75,4,COD,0,972
202277,The Wok House,Fast Food,Pune,3/24/2024 22:16,36,51,1.52,707,10,636.3,5,Card,1,659
202278,The Wok House,South Indian,Kolkata,3/8/2024 19:18,31,55,0.84,703,10,632.7,3,Card,1,384
202279,ChowTown,Fast Food,Bangalore,3/20/2024 8:43,35,63,1.06,695,15,590.75,2,Wallet,1,114
202280,PizzaBox,Chinese,Kolkata,1/23/2024 0:18,37,52,14.77,339,20,271.2,5,UPI,1,249
202281,HealthyBowl,Italian,Chennai,3/26/2024 22:13,41,76,7.02,426,40,255.6,5,UPI,0,529
202282,Biryani Express,North Indian,Chennai,1/23/2024 12:53,20,55,9.62,466,15,396.1,3,Card,0,428
202283,PizzaBox,Italian,Pune,4/25/2024 13:08,31,60,14.19,189,20,151.2,2,Wallet,1,591
202284,The Wok House,South Indian,Delhi,4/21/2024 3:31,15,31,9.73,239,15,203.15,5,COD,1,229
202285,ChowTown,Chinese,Mumbai,1/7/2024 16:46,33,44,6.17,267,10,240.3,3,COD,0,265
202286,BurgerVilla,Biryani,Kolkata,3/31/2024 18:21,25,39,0.8,440,5,418,4,Wallet,0,106
202287,Urban Thali,South Indian,Kolkata,3/20/2024 10:55,37,61,14.59,345,40,207,2,COD,0,485
202288,ChowTown,South Indian,Hyderabad,4/17/2024 3:04,44,64,13.83,187,5,177.65,5,Card,1,573
202289,SpiceHub,Biryani,Bangalore,2/20/2024 15:54,10,33,0.58,477,20,381.6,1,COD,1,963
202290,BurgerVilla,Healthy,Chennai,1/8/2024 11:20,12,52,7.88,505,0,505,3,UPI,0,635
202291,WrapWorld,Fast Food,Chennai,3/24/2024 0:53,44,56,4.38,135,5,128.25,4,UPI,0,983
202292,The Wok House,Biryani,Hyderabad,1/9/2024 17:32,10,48,3.74,845,5,802.75,3,Wallet,0,618
202293,SushiZone,Fast Food,Bangalore,1/3/2024 3:38,26,37,7.69,866,15,736.1,2,UPI,1,357
202294,HealthyBowl,Italian,Kolkata,4/1/2024 20:59,35,50,14.79,199,5,189.05,3,UPI,0,119
202295,BurgerVilla,South Indian,Pune,1/21/2024 15:14,34,49,5.6,393,40,235.8,4,COD,0,386
202296,BurgerVilla,Healthy,Mumbai,1/6/2024 0:31,39,50,12.03,429,15,364.65,5,UPI,1,310
202297,ChowTown,Biryani,Kolkata,4/2/2024 18:04,31,66,10.56,752,30,526.4,1,UPI,1,756
202298,Urban Thali,Healthy,Mumbai,4/25/2024 3:53,16,51,13.3,248,40,148.8,1,Card,1,683
202299,Café Aroma,Healthy,Mumbai,3/1/2024 10:23,26,55,1.7,534,15,453.9,2,Wallet,0,496
202300,Urban Thali,South Indian,Kolkata,1/9/2024 4:51,24,36,2.32,189,0,189,3,UPI,1,277
202301,HealthyBowl,Chinese,Mumbai,1/12/2024 2:44,21,53,12.67,441,5,418.95,1,UPI,1,198
202302,Tandoori Palace,Chinese,Kolkata,1/31/2024 22:26,35,63,12.53,236,10,212.4,2,Card,1,963
202303,SushiZone,South Indian,Chennai,2/17/2024 15:28,17,33,1.13,320,30,224,1,Wallet,0,516
202304,Urban Thali,Biryani,Delhi,2/28/2024 6:32,40,59,3.62,633,40,379.8,5,Card,0,498
202305,SpiceHub,Chinese,Bangalore,1/5/2024 22:42,15,27,13.2,309,15,262.65,3,Card,0,997
202306,PastaFiesta,Japanese,Chennai,4/28/2024 21:18,37,60,0.6,470,20,376,2,Wallet,1,934
202307,SpiceHub,North Indian,Hyderabad,1/19/2024 18:55,20,33,13.6,145,10,130.5,4,Card,1,228
202308,South Spice,Japanese,Mumbai,4/24/2024 10:02,28,57,11.51,472,40,283.2,3,Wallet,0,959
202309,Tandoori Palace,South Indian,Delhi,4/26/2024 15:55,14,47,7.22,846,0,846,5,COD,1,310
202310,ChowTown,South Indian,Mumbai,1/4/2024 15:29,44,80,3.61,348,10,313.2,2,Wallet,0,947
202311,Tandoori Palace,Japanese,Pune,1/16/2024 14:16,19,34,4.78,486,5,461.7,5,Wallet,1,232
202312,PizzaBox,North Indian,Chennai,4/20/2024 2:32,34,52,13.15,843,30,590.1,1,COD,1,823
202313,ChowTown,Italian,Delhi,3/2/2024 12:32,34,72,8.49,233,0,233,3,UPI,0,463
202314,Biryani Express,South Indian,Hyderabad,1/3/2024 4:26,37,71,8.34,680,40,408,1,UPI,0,956
202315,ChowTown,Healthy,Kolkata,3/13/2024 16:19,19,53,6.46,432,10,388.8,2,Wallet,1,671
202316,Urban Thali,Japanese,Hyderabad,3/3/2024 14:34,16,29,7.36,792,20,633.6,3,Card,1,582
202317,PizzaBox,Japanese,Bangalore,4/17/2024 14:08,22,36,2.48,264,0,264,2,Card,1,414
202318,GrillMaster,Italian,Delhi,4/3/2024 16:41,14,31,1.25,572,0,572,1,COD,0,261
202319,SushiZone,North Indian,Mumbai,2/3/2024 12:58,25,35,6.77,120,10,108,1,COD,0,123
202320,WrapWorld,Chinese,Kolkata,4/2/2024 22:11,33,68,3.6,263,0,263,1,Card,1,617
202321,ChowTown,Fast Food,Mumbai,4/21/2024 17:44,25,41,0.65,860,10,774,3,Card,0,211
202322,BurgerVilla,Chinese,Pune,3/13/2024 6:40,44,55,3.08,889,15,755.65,4,Wallet,0,429
202323,GrillMaster,North Indian,Pune,3/15/2024 3:48,27,44,10.49,542,20,433.6,5,COD,1,674
202324,HealthyBowl,Biryani,Chennai,2/24/2024 13:37,35,70,7.91,479,15,407.15,4,Wallet,1,828
202325,Biryani Express,Japanese,Mumbai,3/18/2024 14:23,12,50,3.09,550,5,522.5,3,Card,1,397
202326,SpiceHub,South Indian,Mumbai,4/3/2024 22:46,14,38,10.6,391,15,332.35,5,COD,1,188
202327,WrapWorld,Italian,Bangalore,1/22/2024 6:16,25,49,9.11,695,40,417,2,COD,0,883
202328,PizzaBox,Italian,Kolkata,2/13/2024 17:26,27,58,3.98,892,15,758.2,1,UPI,0,749
202329,ChowTown,Chinese,Mumbai,3/4/2024 13:55,12,33,7.47,351,40,210.6,1,COD,1,133
202330,Biryani Express,Healthy,Kolkata,1/21/2024 0:41,12,44,5.16,719,0,719,4,UPI,0,782
202331,Biryani Express,Chinese,Chennai,4/22/2024 0:12,40,64,12.83,190,40,114,3,COD,0,671
202332,South Spice,Chinese,Kolkata,1/23/2024 4:12,36,51,0.82,151,15,128.35,4,UPI,0,290
202333,Tandoori Palace,South Indian,Delhi,2/14/2024 1:23,23,53,3.93,583,20,466.4,3,COD,1,322
202334,ChowTown,Fast Food,Mumbai,2/17/2024 19:23,30,45,2.96,125,20,100,1,COD,0,819
202335,ChowTown,Chinese,Mumbai,3/1/2024 16:47,32,50,1.43,781,10,702.9,2,Wallet,0,215
202336,Tandoori Palace,South Indian,Hyderabad,1/23/2024 14:17,25,54,12.07,356,5,338.2,5,Card,0,985
202337,PastaFiesta,Biryani,Kolkata,2/7/2024 6:48,40,63,11.47,337,5,320.15,5,Wallet,1,825
202338,Urban Thali,North Indian,Pune,1/15/2024 2:49,25,53,7.3,149,0,149,2,UPI,1,951
202339,The Wok House,North Indian,Hyderabad,1/29/2024 9:31,33,64,4.61,156,15,132.6,1,COD,0,185
202340,Biryani Express,Chinese,Pune,2/23/2024 20:58,21,52,6.28,485,20,388,2,UPI,0,469
202341,GrillMaster,South Indian,Kolkata,4/17/2024 10:29,12,44,5.11,606,30,424.2,5,UPI,1,998
202342,PastaFiesta,Fast Food,Kolkata,2/1/2024 8:41,24,61,11.86,148,30,103.6,4,Wallet,0,305
202343,GrillMaster,Healthy,Hyderabad,1/11/2024 16:55,32,42,1.34,254,40,152.4,1,UPI,1,307
202344,SpiceHub,Fast Food,Chennai,4/5/2024 21:03,15,27,14.61,238,20,190.4,2,Wallet,0,914
202345,Tandoori Palace,Fast Food,Chennai,4/5/2024 12:28,18,28,1.29,525,15,446.25,3,Wallet,0,887
202346,Café Aroma,Japanese,Delhi,2/11/2024 14:16,23,55,11.89,191,15,162.35,2,COD,1,257
202347,The Wok House,Italian,Delhi,3/28/2024 19:07,25,47,4.35,756,30,529.2,3,Wallet,1,316
202348,BurgerVilla,Japanese,Delhi,1/24/2024 6:47,33,48,8.92,730,0,730,5,COD,0,741
202349,WrapWorld,South Indian,Bangalore,4/23/2024 10:04,44,57,10.7,230,15,195.5,3,Card,1,504
202350,GrillMaster,Fast Food,Bangalore,1/11/2024 12:12,14,33,10.25,505,5,479.75,5,UPI,0,304
202351,BurgerVilla,Japanese,Delhi,3/17/2024 13:48,30,55,7.27,708,15,601.8,3,Wallet,1,344
202352,WrapWorld,Biryani,Bangalore,4/9/2024 23:48,30,68,5.38,652,30,456.4,5,Wallet,1,189
202353,Tandoori Palace,Fast Food,Delhi,3/28/2024 7:58,20,52,5.71,362,0,362,2,UPI,0,266
202354,Café Aroma,North Indian,Delhi,3/27/2024 14:31,15,27,10.5,266,20,212.8,3,COD,0,133
202355,Café Aroma,North Indian,Hyderabad,4/7/2024 13:25,35,66,5.42,759,5,721.05,2,Wallet,0,725
202356,Tandoori Palace,North Indian,Hyderabad,1/24/2024 9:47,31,54,3.81,802,10,721.8,4,Wallet,0,122
202357,GrillMaster,Biryani,Mumbai,2/3/2024 0:35,30,42,1.47,176,15,149.6,3,Card,0,775
202358,The Wok House,Healthy,Mumbai,3/25/2024 10:17,19,47,4.02,341,10,306.9,5,Card,0,150
202359,SushiZone,Italian,Kolkata,2/8/2024 8:41,11,25,7.97,723,15,614.55,1,Card,0,982
202360,PizzaBox,South Indian,Delhi,2/17/2024 23:53,20,48,8.06,256,5,243.2,5,Card,1,925
202361,WrapWorld,Healthy,Hyderabad,3/28/2024 1:42,24,37,10.45,292,20,233.6,5,Card,1,370
202362,South Spice,Italian,Delhi,1/21/2024 9:24,33,69,9.95,857,10,771.3,2,Card,1,897
202363,GrillMaster,Healthy,Chennai,4/6/2024 19:57,44,73,5.38,734,10,660.6,4,UPI,1,130
202364,PizzaBox,Biryani,Chennai,2/2/2024 19:00,40,58,2.19,862,10,775.8,2,Wallet,1,263
202365,Biryani Express,Fast Food,Pune,4/26/2024 11:05,22,45,9.63,232,15,197.2,2,Card,0,855
202366,South Spice,Japanese,Delhi,1/1/2024 15:41,30,44,10.89,347,15,294.95,4,UPI,0,513
202367,GrillMaster,Healthy,Bangalore,2/29/2024 1:03,35,62,10.33,489,5,464.55,3,UPI,1,734
202368,Urban Thali,Chinese,Delhi,1/31/2024 16:17,18,40,3.24,334,10,300.6,1,COD,1,360
202369,PastaFiesta,South Indian,Hyderabad,3/20/2024 20:00,33,52,2.9,485,0,485,2,COD,0,283
202370,Tandoori Palace,South Indian,Bangalore,1/10/2024 20:47,25,39,14.35,601,20,480.8,2,UPI,0,983
202371,HealthyBowl,Chinese,Pune,4/22/2024 1:09,45,58,9.15,728,30,509.6,1,UPI,0,890
202372,PizzaBox,Fast Food,Hyderabad,3/1/2024 8:22,14,39,11.15,824,40,494.4,1,Card,1,280
202373,HealthyBowl,Healthy,Bangalore,4/24/2024 4:10,39,68,14.89,218,0,218,2,COD,0,235
202374,BurgerVilla,South Indian,Delhi,4/6/2024 1:30,10,42,14.88,402,20,321.6,5,Wallet,0,889
202375,BurgerVilla,Biryani,Bangalore,3/26/2024 19:14,10,43,8.25,453,30,317.1,4,Wallet,1,362
202376,HealthyBowl,Fast Food,Kolkata,4/27/2024 6:27,13,23,11.86,654,30,457.8,1,COD,0,620
202377,PizzaBox,South Indian,Delhi,4/3/2024 0:34,41,53,2.55,281,0,281,1,Wallet,0,672
202378,WrapWorld,Healthy,Delhi,1/1/2024 8:24,45,84,3.92,249,40,149.4,2,UPI,0,184
202379,Biryani Express,Japanese,Delhi,1/23/2024 1:19,31,52,14.2,627,15,532.95,5,UPI,1,980
202380,SpiceHub,Chinese,Bangalore,2/4/2024 14:33,41,79,6.68,259,10,233.1,5,Wallet,1,830
202381,Urban Thali,North Indian,Mumbai,4/17/2024 2:20,43,69,3.31,462,20,369.6,1,Wallet,0,495
202382,HealthyBowl,Healthy,Chennai,1/21/2024 12:51,14,42,13.96,419,10,377.1,3,COD,1,333
202383,PastaFiesta,Chinese,Delhi,3/16/2024 18:47,32,62,7.33,639,0,639,5,Wallet,0,578
202384,HealthyBowl,Italian,Bangalore,4/1/2024 15:00,37,49,10.86,779,5,740.05,2,Wallet,1,484
202385,HealthyBowl,Biryani,Hyderabad,3/12/2024 1:35,16,48,0.93,834,30,583.8,4,Card,1,975
202386,South Spice,South Indian,Pune,2/29/2024 7:58,17,46,0.95,494,20,395.2,5,COD,0,472
202387,South Spice,Biryani,Chennai,3/15/2024 12:03,38,68,8.94,560,30,392,1,Wallet,1,100
202388,HealthyBowl,South Indian,Pune,1/10/2024 14:25,29,67,6.79,575,20,460,1,Card,0,509
202389,PastaFiesta,North Indian,Pune,2/24/2024 9:17,27,60,6.22,181,10,162.9,2,Wallet,1,853
202390,SushiZone,Chinese,Pune,2/21/2024 11:07,15,40,5.65,385,15,327.25,3,Wallet,1,718
202391,SushiZone,Japanese,Bangalore,4/22/2024 2:11,17,49,1.42,470,0,470,2,Card,1,363
202392,SushiZone,South Indian,Pune,4/17/2024 8:59,36,50,6.97,823,30,576.1,5,UPI,1,257
202393,HealthyBowl,Japanese,Kolkata,1/14/2024 16:31,10,40,10.75,155,10,139.5,5,Card,1,208
202394,WrapWorld,Chinese,Bangalore,2/9/2024 15:01,20,59,10.95,499,10,449.1,2,Card,0,615
202395,WrapWorld,Healthy,Kolkata,3/1/2024 17:53,37,68,2.46,126,10,113.4,3,UPI,1,495
202396,Urban Thali,Italian,Bangalore,1/11/2024 16:21,32,69,0.5,581,15,493.85,3,Wallet,0,463
202397,Urban Thali,Italian,Kolkata,4/2/2024 20:06,44,80,6.54,785,10,706.5,3,COD,1,316
202398,Urban Thali,South Indian,Delhi,2/3/2024 10:38,35,60,2.23,860,5,817,3,Wallet,0,526
202399,Café Aroma,South Indian,Pune,1/15/2024 12:52,20,35,2.95,521,40,312.6,1,UPI,0,514
202400,Tandoori Palace,Italian,Hyderabad,4/27/2024 14:01,21,42,3.02,678,40,406.8,5,COD,1,227
202401,Urban Thali,Japanese,Pune,1/16/2024 15:03,23,47,9.65,431,20,344.8,3,COD,1,598
202402,Biryani Express,North Indian,Kolkata,4/24/2024 3:40,36,58,1.88,384,15,326.4,3,Wallet,0,812
202403,GrillMaster,Biryani,Bangalore,2/13/2024 12:11,39,68,14.01,550,20,440,2,Wallet,0,843
202404,HealthyBowl,Biryani,Mumbai,4/9/2024 3:43,42,60,3.79,280,15,238,5,Card,1,581
202405,HealthyBowl,Chinese,Bangalore,1/8/2024 12:07,18,46,11.3,590,10,531,2,COD,1,411
202406,PastaFiesta,Japanese,Bangalore,2/19/2024 9:17,34,44,3.34,206,40,123.6,1,UPI,1,568
202407,HealthyBowl,Italian,Pune,1/2/2024 12:16,41,55,3.5,812,30,568.4,4,Card,0,673
202408,SushiZone,Chinese,Chennai,4/28/2024 23:17,41,54,13.87,894,10,804.6,3,UPI,0,754
202409,WrapWorld,South Indian,Bangalore,4/7/2024 5:41,20,48,11,537,5,510.15,2,UPI,0,830
202410,ChowTown,South Indian,Chennai,4/5/2024 3:33,34,73,1.66,724,0,724,2,UPI,0,890
202411,The Wok House,Chinese,Delhi,1/19/2024 6:09,34,60,13.64,655,20,524,5,Wallet,0,465
202412,Tandoori Palace,Japanese,Pune,2/12/2024 17:35,10,43,3.59,823,15,699.55,1,UPI,0,787
202413,PastaFiesta,Chinese,Delhi,4/14/2024 11:22,24,51,10.87,301,15,255.85,3,Wallet,0,952
202414,GrillMaster,South Indian,Hyderabad,2/25/2024 2:28,33,61,1.02,385,0,385,4,UPI,1,874
202415,Café Aroma,Chinese,Bangalore,3/9/2024 22:51,25,61,2.09,889,40,533.4,4,Wallet,0,392
202416,PizzaBox,Healthy,Pune,1/26/2024 4:12,12,31,8.67,360,15,306,5,Wallet,0,573
202417,GrillMaster,Healthy,Chennai,2/28/2024 20:08,43,67,10.52,804,0,804,5,Card,0,655
202418,Café Aroma,Chinese,Hyderabad,1/20/2024 22:32,30,42,1.76,133,30,93.1,5,Card,1,680
202419,Urban Thali,South Indian,Bangalore,3/24/2024 14:50,24,38,4.18,294,15,249.9,2,Card,0,949
202420,GrillMaster,Italian,Hyderabad,1/22/2024 19:04,25,56,5.24,313,15,266.05,4,Card,0,638
202421,Biryani Express,Fast Food,Chennai,4/17/2024 22:48,27,55,3.45,414,30,289.8,1,COD,1,738
202422,The Wok House,Italian,Delhi,2/11/2024 2:32,20,31,3.31,426,15,362.1,5,Wallet,0,985
202423,HealthyBowl,Fast Food,Pune,2/11/2024 20:08,18,58,5.41,892,30,624.4,3,COD,1,161
202424,HealthyBowl,South Indian,Bangalore,1/26/2024 12:02,20,59,13.9,708,15,601.8,4,COD,1,202
202425,BurgerVilla,Healthy,Hyderabad,3/17/2024 23:16,44,77,4.68,535,20,428,4,COD,1,741
202426,SpiceHub,Japanese,Chennai,1/9/2024 12:57,40,52,4.95,453,10,407.7,3,Card,0,632
202427,SushiZone,North Indian,Mumbai,1/4/2024 1:51,27,45,2.79,160,20,128,5,UPI,1,376
202428,PastaFiesta,South Indian,Hyderabad,3/13/2024 3:40,14,42,0.67,610,5,579.5,5,Card,1,220
202429,South Spice,Biryani,Kolkata,4/28/2024 10:31,25,58,12.99,828,30,579.6,5,Card,1,952
202430,HealthyBowl,Fast Food,Mumbai,3/14/2024 3:54,35,62,4.04,127,10,114.3,1,COD,0,259
202431,PastaFiesta,South Indian,Delhi,3/8/2024 20:08,21,31,10.36,147,15,124.95,1,COD,1,582
202432,Café Aroma,North Indian,Delhi,2/25/2024 23:21,10,24,6.91,591,30,413.7,2,COD,1,523
202433,Urban Thali,Italian,Chennai,3/3/2024 15:49,10,21,9.63,333,15,283.05,5,Wallet,1,818
202434,PastaFiesta,South Indian,Mumbai,1/24/2024 7:00,18,39,13.33,842,10,757.8,3,Wallet,1,786
202435,WrapWorld,Biryani,Pune,1/18/2024 10:10,30,43,8.44,389,10,350.1,2,UPI,0,189
202436,HealthyBowl,Japanese,Chennai,3/10/2024 22:54,27,56,4.88,726,15,617.1,3,UPI,0,317
202437,HealthyBowl,North Indian,Chennai,1/8/2024 3:26,43,77,4.06,304,0,304,4,Wallet,0,828
202438,WrapWorld,Italian,Mumbai,4/8/2024 16:48,40,55,14.57,345,15,293.25,3,COD,1,692
202439,HealthyBowl,Italian,Bangalore,4/18/2024 19:53,18,40,5.31,424,5,402.8,3,Card,1,818
202440,WrapWorld,Healthy,Bangalore,1/31/2024 16:26,37,72,5.86,854,0,854,4,COD,1,549
202441,SpiceHub,South Indian,Mumbai,4/16/2024 17:26,26,41,2.26,250,15,212.5,2,UPI,1,115
202442,Café Aroma,Fast Food,Kolkata,3/12/2024 5:11,30,45,14.95,297,10,267.3,5,UPI,0,588
202443,ChowTown,Japanese,Mumbai,3/7/2024 13:58,12,26,12.47,277,15,235.45,2,Wallet,0,358
202444,HealthyBowl,Chinese,Bangalore,4/4/2024 4:04,34,50,4.19,206,20,164.8,2,UPI,0,496
202445,Urban Thali,Healthy,Bangalore,4/5/2024 1:22,25,41,14.63,368,0,368,2,Card,0,646
202446,SpiceHub,Italian,Chennai,4/13/2024 3:37,13,34,1.43,517,40,310.2,5,COD,0,490
202447,Biryani Express,North Indian,Kolkata,4/19/2024 17:53,39,74,5,595,15,505.75,5,Wallet,1,141
202448,Tandoori Palace,North Indian,Chennai,1/19/2024 7:15,22,54,12.35,483,0,483,3,COD,1,902
202449,ChowTown,North Indian,Hyderabad,1/17/2024 17:47,40,75,13.41,407,0,407,4,UPI,0,749
202450,GrillMaster,South Indian,Kolkata,3/22/2024 20:19,20,55,11.59,556,0,556,1,UPI,1,529
202451,Café Aroma,Italian,Chennai,2/21/2024 2:01,11,37,0.9,665,10,598.5,1,Card,0,687
202452,ChowTown,Fast Food,Hyderabad,1/7/2024 5:43,11,33,3.25,715,10,643.5,5,Card,0,452
202453,The Wok House,Japanese,Pune,1/14/2024 18:50,29,47,5.38,895,15,760.75,3,Wallet,1,896
202454,Tandoori Palace,Japanese,Bangalore,2/12/2024 1:29,21,60,12.06,345,0,345,5,Wallet,1,218
202455,South Spice,South Indian,Chennai,3/2/2024 17:37,29,59,1.81,194,15,164.9,1,UPI,1,649
202456,South Spice,Italian,Chennai,1/8/2024 0:12,26,63,10.38,595,0,595,5,COD,0,778
202457,The Wok House,Healthy,Delhi,4/12/2024 17:39,37,74,2,233,10,209.7,2,COD,0,835
202458,Tandoori Palace,Biryani,Mumbai,4/28/2024 14:06,28,66,10.91,405,15,344.25,3,Wallet,1,767
202459,SpiceHub,Fast Food,Hyderabad,4/27/2024 20:16,43,74,6.34,411,10,369.9,2,COD,1,193
202460,SushiZone,South Indian,Mumbai,2/6/2024 13:50,19,46,6.92,714,20,571.2,1,Wallet,1,422
202461,Biryani Express,South Indian,Pune,2/14/2024 17:54,36,66,2.64,311,10,279.9,5,Card,1,328
202462,GrillMaster,Healthy,Hyderabad,2/7/2024 20:57,28,57,5.37,142,15,120.7,4,COD,0,138
202463,Tandoori Palace,Fast Food,Pune,2/1/2024 19:53,44,77,7.48,130,30,91,5,Wallet,1,484
202464,PizzaBox,Japanese,Bangalore,1/31/2024 14:27,39,73,13.75,230,30,161,2,COD,0,402
202465,Tandoori Palace,North Indian,Mumbai,2/23/2024 0:05,17,45,11.22,549,20,439.2,3,Wallet,0,335
202466,Urban Thali,Japanese,Kolkata,4/3/2024 13:57,39,50,9.02,890,20,712,5,Card,1,625
202467,Café Aroma,Fast Food,Pune,1/11/2024 15:04,33,63,14.08,232,0,232,5,COD,1,139
202468,ChowTown,Healthy,Pune,4/14/2024 19:14,42,59,3.94,128,5,121.6,4,COD,0,986
202469,SushiZone,Japanese,Delhi,4/5/2024 11:08,28,64,5.05,620,20,496,4,UPI,0,118
202470,South Spice,Biryani,Mumbai,1/28/2024 21:18,23,40,1.22,607,0,607,3,Wallet,1,912
202471,Urban Thali,Healthy,Mumbai,3/3/2024 1:19,35,57,11.26,134,10,120.6,1,UPI,1,552
202472,BurgerVilla,Biryani,Pune,4/24/2024 5:24,30,43,10.2,855,10,769.5,2,Card,1,483
202473,PastaFiesta,Chinese,Mumbai,1/1/2024 9:22,38,68,2.4,646,20,516.8,4,Card,0,450
202474,Café Aroma,Biryani,Pune,2/9/2024 10:57,31,63,11.48,242,5,229.9,4,Card,1,712
202475,BurgerVilla,Healthy,Bangalore,3/27/2024 10:37,43,80,10.14,207,20,165.6,2,COD,0,528
202476,ChowTown,Japanese,Mumbai,1/30/2024 7:15,36,49,10.93,866,0,866,2,Card,1,388
202477,Tandoori Palace,Chinese,Chennai,1/9/2024 19:03,13,48,8.42,269,0,269,1,Wallet,1,758
202478,WrapWorld,Italian,Mumbai,4/4/2024 5:07,28,60,1.3,232,10,208.8,4,Card,0,611
202479,Café Aroma,Japanese,Delhi,2/17/2024 12:06,25,65,2.11,314,20,251.2,5,Wallet,0,350
202480,HealthyBowl,South Indian,Hyderabad,3/20/2024 21:08,33,54,2.01,769,20,615.2,3,UPI,0,672
202481,The Wok House,North Indian,Pune,4/11/2024 10:16,13,46,9.64,699,0,699,4,UPI,1,226
202482,The Wok House,Biryani,Kolkata,4/24/2024 5:06,13,42,6.22,714,5,678.3,2,UPI,0,506
202483,GrillMaster,South Indian,Pune,4/23/2024 15:33,41,51,6.71,650,5,617.5,3,COD,0,569
202484,South Spice,Healthy,Bangalore,2/10/2024 9:03,23,35,6.27,771,5,732.45,3,COD,0,857
202485,Urban Thali,Biryani,Kolkata,4/6/2024 17:54,41,58,10.82,631,5,599.45,1,COD,1,788
202486,PizzaBox,North Indian,Mumbai,3/8/2024 3:42,44,66,11.52,426,0,426,4,UPI,0,668
202487,The Wok House,Italian,Hyderabad,3/28/2024 5:38,40,76,5.36,710,15,603.5,1,UPI,0,616
202488,ChowTown,North Indian,Pune,4/2/2024 11:21,20,55,4.29,510,15,433.5,3,Wallet,0,390
202489,Urban Thali,South Indian,Kolkata,2/4/2024 8:56,44,66,11.43,716,40,429.6,2,UPI,1,351
202490,The Wok House,Japanese,Mumbai,4/17/2024 17:37,30,68,13.52,695,40,417,3,COD,0,659
202491,BurgerVilla,Biryani,Hyderabad,1/31/2024 22:01,44,81,7.46,633,10,569.7,5,Wallet,1,111
202492,SpiceHub,Italian,Hyderabad,2/18/2024 16:24,27,58,12.4,236,30,165.2,2,Card,0,193
202493,HealthyBowl,Italian,Kolkata,1/9/2024 23:50,22,53,9.23,286,0,286,5,UPI,0,165
202494,HealthyBowl,Fast Food,Delhi,3/20/2024 10:49,34,57,5.95,264,15,224.4,4,Card,1,626
202495,SushiZone,Healthy,Chennai,1/17/2024 4:01,36,66,6.27,428,30,299.6,3,Card,1,932
